"","Site.recode","Site.Description","Histology","Histology.Description","Histology.Behavior","Histology.Behavior.Description","Histology.Behavior.Four"
"8833","C694","EYEBALL",968,"ML, LARGE B-CELL, DIFFUSE","9680/3","ML, large B-cell, diffuse","9680"
"8834","C694","EYEBALL",968,"ML, LARGE B-CELL, DIFFUSE","9684/3","ML, large B-cell, diffuse, immunoblastic, NOS","9684"
"8835","C694","EYEBALL",968,"ML, LARGE B-CELL, DIFFUSE","9687/3","Burkitt lymphoma, NOS","9687"
"8836","C694","EYEBALL",968,"ML, LARGE B-CELL, DIFFUSE","9688/3","T-cell histiocyte rich large B-cell lymphoma","9688"
"8837","C694","EYEBALL",969,"FOLLIC. & MARGINAL LYMPH, NOS","9690/3","Follicular lymphoma, NOS","9690"
"8838","C694","EYEBALL",969,"FOLLIC. & MARGINAL LYMPH, NOS","9691/3","Follicular lymphoma, grade 2","9691"
"8839","C694","EYEBALL",969,"FOLLIC. & MARGINAL LYMPH, NOS","9695/3","Follicular lymphoma, grade 1","9695"
"8840","C694","EYEBALL",969,"FOLLIC. & MARGINAL LYMPH, NOS","9698/3","Follicular lymphoma, grade 3","9698"
"8841","C694","EYEBALL",969,"FOLLIC. & MARGINAL LYMPH, NOS","9699/3","Marginal zone B-cell lymphoma, NOS","9699"
"8842","C694","EYEBALL",970,"T-CELL LYMPHOMAS","9701/3","Sezary syndrome","9701"
"8843","C694","EYEBALL",970,"T-CELL LYMPHOMAS","9702/3","Mature T-cell lymphoma, NOS","9702"
"8844","C694","EYEBALL",970,"T-CELL LYMPHOMAS","9705/3","Angioimmunoblastic T-cell lymphoma","9705"
"8845","C694","EYEBALL",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9712/3","Intravascular large B-cell lymphoma","9712"
"8846","C694","EYEBALL",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9714/3","Anaplastic large cell lymphoma, T-cell and Null cell type","9714"
"8847","C694","EYEBALL",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9719/3","NK/T-cell lymphoma, nasal and nasal-type","9719"
"8848","C694","EYEBALL",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9724/3","SystemicEBV pos. T-cell lymphoproliferative disease of childhood","9724"
"8849","C694","EYEBALL",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9727/3","Precursor cell lymphoblastic lymphoma, NOS","9727"
"8850","C694","EYEBALL",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9728/3","Precursor B-cell lymphoblastic lymphoma","9728"
"8851","C694","EYEBALL",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9729/3","Precursor T-cell lymphoblastic lymphoma","9729"
"8852","C694","EYEBALL",973,"PLASMA CELL TUMORS","9731/3","Plasmacytoma, NOS","9731"
"8853","C694","EYEBALL",973,"PLASMA CELL TUMORS","9734/3","Plasmacytoma, extramedullary","9734"
"8854","C694","EYEBALL",973,"PLASMA CELL TUMORS","9735/3","Plasmablastic lymphoma","9735"
"8855","C694","EYEBALL",973,"PLASMA CELL TUMORS","9737/3","ALK positive large B-cell lymphoma","9737"
"8856","C694","EYEBALL",973,"PLASMA CELL TUMORS","9738/3","Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ","9738"
"8857","C694","EYEBALL",974,"MAST CELL TUMORS","9740/3","Mast cell sarcoma","9740"
"8858","C694","EYEBALL",974,"MAST CELL TUMORS","9741/3","Malignant mastocytosis","9741"
"8859","C694","EYEBALL",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9750/3","Malignant histiocytosis","9750"
"8860","C694","EYEBALL",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9751/3","Langerhans cell histiocytosis, NOS","9751"
"8861","C694","EYEBALL",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9754/3","Langerhans cell histiocytosis, disseminated","9754"
"8862","C694","EYEBALL",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9755/3","Histiocytic sarcoma","9755"
"8863","C694","EYEBALL",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9756/3","Langerhans cell sarcoma","9756"
"8864","C694","EYEBALL",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9757/3","Interdigitating dendritic cell sarcoma","9757"
"8865","C694","EYEBALL",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9758/3","Follicular dendritic cell sarcoma","9758"
"8866","C694","EYEBALL",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9759/3","Fibroblastic reticular cell tumor","9759"
"8867","C694","EYEBALL",981,"PRECURSOR LYMPHOID NEOPLASMS","9811/3","B lymphoblastic leukemia/lymphoma, NOS","9811"
"8868","C694","EYEBALL",981,"PRECURSOR LYMPHOID NEOPLASMS","9812/3","Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1","9812"
"8869","C694","EYEBALL",981,"PRECURSOR LYMPHOID NEOPLASMS","9813/3","Leukemia/lymphoma with t(v;11q23);MLL rearranged","9813"
"8870","C694","EYEBALL",981,"PRECURSOR LYMPHOID NEOPLASMS","9814/3","Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)","9814"
"8871","C694","EYEBALL",981,"PRECURSOR LYMPHOID NEOPLASMS","9815/3","B lymphoblastic leukemia/lymphoma with hyperdiploidy","9815"
"8872","C694","EYEBALL",981,"PRECURSOR LYMPHOID NEOPLASMS","9816/3","Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)","9816"
"8873","C694","EYEBALL",981,"PRECURSOR LYMPHOID NEOPLASMS","9817/3","B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH","9817"
"8874","C694","EYEBALL",981,"PRECURSOR LYMPHOID NEOPLASMS","9818/3","Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)","9818"
"8875","C694","EYEBALL",982,"LYMPHOID LEUKEMIA, NOS","9823/3","Chronic lymphocytic leukemia/small lymphocytic lymphoma","9823"
"8876","C694","EYEBALL",983,"PROLYMPH/PRECURS LEUKEMIA","9831/3","T-cell large granular lymphocytic leukemia","9831"
"8877","C694","EYEBALL",983,"PROLYMPH/PRECURS LEUKEMIA","9837/3","T lymphoblastic leukemia/lymphoma","9837"
"8878","C694","EYEBALL",996,"CHRONIC MYELOPROLIFERATIVE DIS.","9965/3","Myeloid and lymphoid neoplasms with PDGFRB rearrangement","9965"
"8879","C694","EYEBALL",996,"CHRONIC MYELOPROLIFERATIVE DIS.","9967/3","Myeloid and lymphoid neoplasm with FGFR1 abnormalities","9967"
"8880","C694","EYEBALL",997,"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS","9971/3","Polymorphic PTLD","9971"
"8881","C694","EYEBALL",997,"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS","9975/3","Myelodysplastic/Myeloproliferative neoplasm, unclassifiable","9975"
"8882","C699","EYE, NOS",800,"NEOPLASM","8000/3","Neoplasm, malignant","8000"
"8883","C699","EYE, NOS",800,"NEOPLASM","8001/3","Tumor cells, malignant","8001"
"8884","C699","EYE, NOS",800,"NEOPLASM","8002/3","Malignant tumor, small cell type","8002"
"8885","C699","EYE, NOS",800,"NEOPLASM","8003/3","Malignant tumor, giant cell type","8003"
"8886","C699","EYE, NOS",800,"NEOPLASM","8004/3","Malignant tumor, spindle cell type","8004"
"8887","C699","EYE, NOS",800,"NEOPLASM","8005/3","Malignant tumor, clear cell type","8005"
"8888","C699","EYE, NOS",801,"CARCINOMA, NOS","8010/2","Carcinoma in situ, NOS","8010"
"8889","C699","EYE, NOS",801,"CARCINOMA, NOS","8010/3","Carcinoma, NOS","8010"
"8890","C699","EYE, NOS",801,"CARCINOMA, NOS","8011/3","Epithelioma, malignant","8011"
"8891","C699","EYE, NOS",801,"CARCINOMA, NOS","8012/3","Large cell carcinoma, NOS","8012"
"8892","C699","EYE, NOS",801,"CARCINOMA, NOS","8013/3","Large cell neuroendocrine carcinoma","8013"
"8893","C699","EYE, NOS",801,"CARCINOMA, NOS","8014/3","Large cell carcinoma with rhabdoid phenotype","8014"
"8894","C699","EYE, NOS",801,"CARCINOMA, NOS","8015/3","Glassy cell carcinoma","8015"
"8895","C699","EYE, NOS",802,"CARCINOMA, UNDIFF., NOS","8020/3","Carcinoma, undifferentiated type, NOS","8020"
"8896","C699","EYE, NOS",802,"CARCINOMA, UNDIFF., NOS","8021/3","Carcinoma, anaplastic type, NOS","8021"
"8897","C699","EYE, NOS",802,"CARCINOMA, UNDIFF., NOS","8022/3","Pleomorphic carcinoma","8022"
"8898","C699","EYE, NOS",805,"PAPILLARY CARCINOMA, NOS","8050/2","Papillary carcinoma in situ","8050"
"8899","C699","EYE, NOS",805,"PAPILLARY CARCINOMA, NOS","8050/3","Papillary carcinoma, NOS","8050"
"8900","C699","EYE, NOS",805,"PAPILLARY CARCINOMA, NOS","8051/3","Verrucous carcinoma, NOS","8051"
"8901","C699","EYE, NOS",805,"PAPILLARY CARCINOMA, NOS","8052/2","Papillary squamous cell carcinoma, non-invasive","8052"
"8902","C699","EYE, NOS",805,"PAPILLARY CARCINOMA, NOS","8052/3","Papillary squamous cell carcinoma","8052"
"8903","C699","EYE, NOS",807,"SQUAMOUS CELL CARCINOMA, NOS","8070/2","Squamous cell carcinoma in situ, NOS","8070"
"8904","C699","EYE, NOS",807,"SQUAMOUS CELL CARCINOMA, NOS","8070/3","Squamous cell carcinoma, NOS","8070"
"8905","C699","EYE, NOS",807,"SQUAMOUS CELL CARCINOMA, NOS","8071/3","Sq. cell carcinoma, keratinizing, NOS","8071"
"8906","C699","EYE, NOS",807,"SQUAMOUS CELL CARCINOMA, NOS","8072/3","Sq. cell carcinoma, lg. cell, non-ker.","8072"
"8907","C699","EYE, NOS",807,"SQUAMOUS CELL CARCINOMA, NOS","8073/3","Sq. cell carcinoma, sm. cell, non-ker.","8073"
"8908","C699","EYE, NOS",807,"SQUAMOUS CELL CARCINOMA, NOS","8074/3","Sq. cell carcinoma, spindle cell","8074"
"8909","C699","EYE, NOS",807,"SQUAMOUS CELL CARCINOMA, NOS","8075/3","Squamous cell carcinoma, adenoid","8075"
"8910","C699","EYE, NOS",807,"SQUAMOUS CELL CARCINOMA, NOS","8076/2","Sq. cell carc. in situ with question. stromal invas.","8076"
"8911","C699","EYE, NOS",807,"SQUAMOUS CELL CARCINOMA, NOS","8076/3","Sq. cell carcinoma, micro-invasive","8076"
"8912","C699","EYE, NOS",807,"SQUAMOUS CELL CARCINOMA, NOS","8078/3","Squamous cell carcinoma with horn formation","8078"
"8913","C699","EYE, NOS",812,"TRANSITIONAL CELL CARCINOMA, NOS","8120/2","Transitional cell carcinoma in situ","8120"
"8914","C699","EYE, NOS",812,"TRANSITIONAL CELL CARCINOMA, NOS","8120/3","Transitional cell carcinoma, NOS","8120"
"8915","C699","EYE, NOS",812,"TRANSITIONAL CELL CARCINOMA, NOS","8121/3","Schneiderian carcinoma","8121"
"8916","C699","EYE, NOS",812,"TRANSITIONAL CELL CARCINOMA, NOS","8122/3","Trans. cell carcinoma, spindle cell","8122"
"8917","C699","EYE, NOS",812,"TRANSITIONAL CELL CARCINOMA, NOS","8123/3","Basaloid carcinoma","8123"
"8918","C699","EYE, NOS",812,"TRANSITIONAL CELL CARCINOMA, NOS","8124/3","Cloacogenic carcinoma","8124"
"8919","C699","EYE, NOS",813,"PAPILLARY TRANS. CELL CARCINOMA","8130/2","Papillary trans. cell carcinoma, non-invasive","8130"
"8920","C699","EYE, NOS",813,"PAPILLARY TRANS. CELL CARCINOMA","8130/3","Papillary trans. cell carcinoma","8130"
"8921","C699","EYE, NOS",813,"PAPILLARY TRANS. CELL CARCINOMA","8131/3","Transitional cell carcinoma, micropapillary","8131"
"8922","C699","EYE, NOS",814,"ADENOCARCINOMA, NOS","8140/2","Adenocarcinoma in situ","8140"
"8923","C699","EYE, NOS",814,"ADENOCARCINOMA, NOS","8140/3","Adenocarcinoma, NOS","8140"
"8924","C699","EYE, NOS",814,"ADENOCARCINOMA, NOS","8141/3","Scirrhous adenocarcinoma","8141"
"8925","C699","EYE, NOS",814,"ADENOCARCINOMA, NOS","8143/3","Superficial spreading adenocarcinoma","8143"
"8926","C699","EYE, NOS",814,"ADENOCARCINOMA, NOS","8147/3","Basal cell adenocarcinoma","8147"
"8927","C699","EYE, NOS",820,"ADENOID CYSTIC & CRIBRIFORM CA.","8200/3","Adenoid cystic carcinoma","8200"
"8928","C699","EYE, NOS",820,"ADENOID CYSTIC & CRIBRIFORM CA.","8201/2","Cribriform carcinoma in situ","8201"
"8929","C699","EYE, NOS",820,"ADENOID CYSTIC & CRIBRIFORM CA.","8201/3","Cribriform carcinoma","8201"
"8930","C699","EYE, NOS",825,"BRONCHIOLO-ALVEOLAR ADENOCA.","8255/3","Adenocarcinoma with mixed subtypes","8255"
"8931","C699","EYE, NOS",829,"OXYPHILIC ADENOCARCINOMA","8290/3","Oxyphilic adenocarcinoma","8290"
"8932","C699","EYE, NOS",843,"MUCOEPIDERMOID CARCINOMA","8430/3","Mucoepidermoid carcinoma","8430"
"8933","C699","EYE, NOS",872,"NEVI & MELANOMAS","8720/2","Melanoma in situ","8720"
"8934","C699","EYE, NOS",872,"NEVI & MELANOMAS","8720/3","Malignant melanoma, NOS","8720"
"8935","C699","EYE, NOS",872,"NEVI & MELANOMAS","8721/3","Nodular melanoma","8721"
"8936","C699","EYE, NOS",872,"NEVI & MELANOMAS","8722/3","Balloon cell melanoma","8722"
"8937","C699","EYE, NOS",872,"NEVI & MELANOMAS","8723/3","Malignant melanoma, regressing","8723"
"8938","C699","EYE, NOS",873,"AMELANOTIC MELANOMA","8730/3","Amelanotic melanoma","8730"
"8939","C699","EYE, NOS",874,"MAL. MEL. IN JUNCT. NEVUS","8743/3","Superficial spreading melanoma","8743"
"8940","C699","EYE, NOS",874,"MAL. MEL. IN JUNCT. NEVUS","8745/3","Desmoplastic melanoma, malignant","8745"
"8941","C699","EYE, NOS",874,"MAL. MEL. IN JUNCT. NEVUS","8746/3","Mucosal lentiginous melanoma","8746"
"8942","C699","EYE, NOS",877,"EPITHELIOID CELL MELANOMA","8770/3","Mixed epithel. & spindle cell melanoma","8770"
"8943","C699","EYE, NOS",877,"EPITHELIOID CELL MELANOMA","8771/3","Epithelioid cell melanoma","8771"
"8944","C699","EYE, NOS",877,"EPITHELIOID CELL MELANOMA","8772/3","Spindle cell melanoma, NOS","8772"
"8945","C699","EYE, NOS",881,"FIBROMATOUS NEOPLASMS","8810/3","Fibrosarcoma, NOS","8810"
"8946","C699","EYE, NOS",881,"FIBROMATOUS NEOPLASMS","8811/3","Fibromyxosarcoma","8811"
"8947","C699","EYE, NOS",881,"FIBROMATOUS NEOPLASMS","8813/3","Fascial fibrosarcoma","8813"
"8948","C699","EYE, NOS",881,"FIBROMATOUS NEOPLASMS","8814/3","Infantile fibrosarcoma","8814"
"8949","C699","EYE, NOS",881,"FIBROMATOUS NEOPLASMS","8815/3","Solitary fibrous tumor, malignant","8815"
"8950","C699","EYE, NOS",889,"MYOMATOUS NEOPLASMS","8890/3","Leiomyosarcoma, NOS","8890"
"8951","C699","EYE, NOS",889,"MYOMATOUS NEOPLASMS","8891/3","Epithelioid leiomyosarcoma","8891"
"8952","C699","EYE, NOS",889,"MYOMATOUS NEOPLASMS","8894/3","Angiomyosarcoma","8894"
"8953","C699","EYE, NOS",889,"MYOMATOUS NEOPLASMS","8895/3","Myosarcoma","8895"
"8954","C699","EYE, NOS",889,"MYOMATOUS NEOPLASMS","8896/3","Myxoid leiomyosarcoma","8896"
"8955","C699","EYE, NOS",890,"RHABDOMYOSARCOMA, NOS","8900/3","Rhabdomyosarcoma, NOS","8900"
"8956","C699","EYE, NOS",890,"RHABDOMYOSARCOMA, NOS","8901/3","Pleomorphic rhabdomyosarcoma, adult type","8901"
"8957","C699","EYE, NOS",890,"RHABDOMYOSARCOMA, NOS","8902/3","Mixed type rhabdomyosarcoma","8902"
"8958","C699","EYE, NOS",891,"EMBRYONAL RHABDOMYOSARCOMA","8910/3","Embryonal rhabdomyosarcoma","8910"
"8959","C699","EYE, NOS",891,"EMBRYONAL RHABDOMYOSARCOMA","8912/3","Spindle cell rhabdomyosarcoma","8912"
"8960","C699","EYE, NOS",892,"ALVEOLAR RHABDOMYOSARCOMA","8920/3","Alveolar rhabdomyosarcoma","8920"
"8961","C699","EYE, NOS",892,"ALVEOLAR RHABDOMYOSARCOMA","8921/3","Rhabdomyosarcoma with ganglionic differentiation","8921"
"8962","C699","EYE, NOS",894,"MIXED TUMOR, MALIGNANT, NOS","8940/3","Mixed tumor, malignant, NOS","8940"
"8963","C699","EYE, NOS",894,"MIXED TUMOR, MALIGNANT, NOS","8941/3","Carcinoma in pleomorphic adenoma","8941"
"8964","C699","EYE, NOS",899,"MESENCHYMOMA, MALIGNANT","8990/3","Mesenchymoma, malignant","8990"
"8965","C699","EYE, NOS",899,"MESENCHYMOMA, MALIGNANT","8991/3","Embryonal sarcoma","8991"
"8966","C699","EYE, NOS",915,"HEMANGIOPERICYTOMA","9150/3","Hemangiopericytoma, malignant","9150"
"8967","C699","EYE, NOS",951,"RETINOBLASTOMA, NOS","9510/3","Retinoblastoma, NOS","9510"
"8968","C699","EYE, NOS",951,"RETINOBLASTOMA, NOS","9511/3","Retinoblastoma, differentiated","9511"
"8969","C699","EYE, NOS",951,"RETINOBLASTOMA, NOS","9512/3","Retinoblastoma, undifferentiated","9512"
"8970","C699","EYE, NOS",951,"RETINOBLASTOMA, NOS","9513/3","Retinoblastoma, diffuse","9513"
"8971","C699","EYE, NOS",959,"MALIGNANT LYMPHOMA, NOS","9590/3","Malignant lymphoma, NOS","9590"
"8972","C699","EYE, NOS",959,"MALIGNANT LYMPHOMA, NOS","9591/3","Malignant lymphoma, non-Hodgkin","9591"
"8973","C699","EYE, NOS",959,"MALIGNANT LYMPHOMA, NOS","9596/3","Composite Hodgkin and non-Hodgkin lymphoma","9596"
"8974","C699","EYE, NOS",965,"HODGKIN LYMPHOMA","9650/3","Hodgkin lymphoma, NOS","9650"
"8975","C699","EYE, NOS",965,"HODGKIN LYMPHOMA","9651/3","Hodgkin lymphoma, lymphocyte-rich","9651"
"8976","C699","EYE, NOS",965,"HODGKIN LYMPHOMA","9652/3","Hodgkin lymphoma, mixed cellularity, NOS","9652"
"8977","C699","EYE, NOS",965,"HODGKIN LYMPHOMA","9653/3","Hodgkin lymphoma, lymphocytic deplet., NOS","9653"
"8978","C699","EYE, NOS",965,"HODGKIN LYMPHOMA","9654/3","Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis","9654"
"8979","C699","EYE, NOS",965,"HODGKIN LYMPHOMA","9655/3","Hodgkin lymphoma, lymphocyt. deplet., reticular","9655"
"8980","C699","EYE, NOS",965,"HODGKIN LYMPHOMA","9659/3","Hodgkin lymph., nodular lymphocyte predom.","9659"
"8981","C699","EYE, NOS",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9661/3","Hodgkin granuloma [obs]","9661"
"8982","C699","EYE, NOS",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9662/3","Hodgkin sarcoma [obs]","9662"
"8983","C699","EYE, NOS",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9663/3","Hodgkin lymphoma, nodular sclerosis, NOS","9663"
"8984","C699","EYE, NOS",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9664/3","Hodgkin lymphoma, nod. scler., cellular phase","9664"
"8985","C699","EYE, NOS",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9665/3","Hodgkin lymphoma, nod. scler., grade 1","9665"
"8986","C699","EYE, NOS",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9667/3","Hodgkin lymphoma, nod. scler., grade 2","9667"
"8987","C699","EYE, NOS",967,"ML, SMALL B-CELL LYMPHOCYTIC","9670/3","ML, small B lymphocytic, NOS","9670"
"8988","C699","EYE, NOS",967,"ML, SMALL B-CELL LYMPHOCYTIC","9671/3","ML, lymphoplasmacytic","9671"
"8989","C699","EYE, NOS",967,"ML, SMALL B-CELL LYMPHOCYTIC","9673/3","Mantle cell lymphoma","9673"
"8990","C699","EYE, NOS",967,"ML, SMALL B-CELL LYMPHOCYTIC","9675/3","ML, mixed sm. and lg. cell, diffuse","9675"
"8991","C699","EYE, NOS",968,"ML, LARGE B-CELL, DIFFUSE","9680/3","ML, large B-cell, diffuse","9680"
"8992","C699","EYE, NOS",968,"ML, LARGE B-CELL, DIFFUSE","9684/3","ML, large B-cell, diffuse, immunoblastic, NOS","9684"
"8993","C699","EYE, NOS",968,"ML, LARGE B-CELL, DIFFUSE","9687/3","Burkitt lymphoma, NOS","9687"
"8994","C699","EYE, NOS",968,"ML, LARGE B-CELL, DIFFUSE","9688/3","T-cell histiocyte rich large B-cell lymphoma","9688"
"8995","C699","EYE, NOS",969,"FOLLIC. & MARGINAL LYMPH, NOS","9690/3","Follicular lymphoma, NOS","9690"
"8996","C699","EYE, NOS",969,"FOLLIC. & MARGINAL LYMPH, NOS","9691/3","Follicular lymphoma, grade 2","9691"
"8997","C699","EYE, NOS",969,"FOLLIC. & MARGINAL LYMPH, NOS","9695/3","Follicular lymphoma, grade 1","9695"
"8998","C699","EYE, NOS",969,"FOLLIC. & MARGINAL LYMPH, NOS","9698/3","Follicular lymphoma, grade 3","9698"
"8999","C699","EYE, NOS",969,"FOLLIC. & MARGINAL LYMPH, NOS","9699/3","Marginal zone B-cell lymphoma, NOS","9699"
"9000","C699","EYE, NOS",970,"T-CELL LYMPHOMAS","9701/3","Sezary syndrome","9701"
"9001","C699","EYE, NOS",970,"T-CELL LYMPHOMAS","9702/3","Mature T-cell lymphoma, NOS","9702"
"9002","C699","EYE, NOS",970,"T-CELL LYMPHOMAS","9705/3","Angioimmunoblastic T-cell lymphoma","9705"
"9003","C699","EYE, NOS",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9712/3","Intravascular large B-cell lymphoma","9712"
"9004","C699","EYE, NOS",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9714/3","Anaplastic large cell lymphoma, T-cell and Null cell type","9714"
"9005","C699","EYE, NOS",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9719/3","NK/T-cell lymphoma, nasal and nasal-type","9719"
"9006","C699","EYE, NOS",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9724/3","SystemicEBV pos. T-cell lymphoproliferative disease of childhood","9724"
"9007","C699","EYE, NOS",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9727/3","Precursor cell lymphoblastic lymphoma, NOS","9727"
"9008","C699","EYE, NOS",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9728/3","Precursor B-cell lymphoblastic lymphoma","9728"
"9009","C699","EYE, NOS",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9729/3","Precursor T-cell lymphoblastic lymphoma","9729"
"9010","C699","EYE, NOS",973,"PLASMA CELL TUMORS","9731/3","Plasmacytoma, NOS","9731"
"9011","C699","EYE, NOS",973,"PLASMA CELL TUMORS","9734/3","Plasmacytoma, extramedullary","9734"
"9012","C699","EYE, NOS",973,"PLASMA CELL TUMORS","9735/3","Plasmablastic lymphoma","9735"
"9013","C699","EYE, NOS",973,"PLASMA CELL TUMORS","9737/3","ALK positive large B-cell lymphoma","9737"
"9014","C699","EYE, NOS",973,"PLASMA CELL TUMORS","9738/3","Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ","9738"
"9015","C699","EYE, NOS",974,"MAST CELL TUMORS","9740/3","Mast cell sarcoma","9740"
"9016","C699","EYE, NOS",974,"MAST CELL TUMORS","9741/3","Malignant mastocytosis","9741"
"9017","C699","EYE, NOS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9750/3","Malignant histiocytosis","9750"
"9018","C699","EYE, NOS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9751/3","Langerhans cell histiocytosis, NOS","9751"
"9019","C699","EYE, NOS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9754/3","Langerhans cell histiocytosis, disseminated","9754"
"9020","C699","EYE, NOS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9755/3","Histiocytic sarcoma","9755"
"9021","C699","EYE, NOS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9756/3","Langerhans cell sarcoma","9756"
"9022","C699","EYE, NOS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9757/3","Interdigitating dendritic cell sarcoma","9757"
"9023","C699","EYE, NOS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9758/3","Follicular dendritic cell sarcoma","9758"
"9024","C699","EYE, NOS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9759/3","Fibroblastic reticular cell tumor","9759"
"9025","C699","EYE, NOS",981,"PRECURSOR LYMPHOID NEOPLASMS","9811/3","B lymphoblastic leukemia/lymphoma, NOS","9811"
"9026","C699","EYE, NOS",981,"PRECURSOR LYMPHOID NEOPLASMS","9812/3","Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1","9812"
"9027","C699","EYE, NOS",981,"PRECURSOR LYMPHOID NEOPLASMS","9813/3","Leukemia/lymphoma with t(v;11q23);MLL rearranged","9813"
"9028","C699","EYE, NOS",981,"PRECURSOR LYMPHOID NEOPLASMS","9814/3","Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)","9814"
"9029","C699","EYE, NOS",981,"PRECURSOR LYMPHOID NEOPLASMS","9815/3","B lymphoblastic leukemia/lymphoma with hyperdiploidy","9815"
"9030","C699","EYE, NOS",981,"PRECURSOR LYMPHOID NEOPLASMS","9816/3","Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)","9816"
"9031","C699","EYE, NOS",981,"PRECURSOR LYMPHOID NEOPLASMS","9817/3","B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH","9817"
